,,,,,,,,,,
Country,MEDIAN of Salary in Rupees,,,,,,,,,
32,11280690.52,,,,,,,,,
33,12327465,,,,,,,,,
34,12333362.45,,,,,,,,,
35,12722713.9,,,,,,,,,
36,14367923.53,,,,,,,,,
37,12170708.33,,,,,,,,,
38,12373688.18,,,,,,,,,
39,10987529.41,,,,,,,,,
40,13452104.4,,,,,,,,,
41,12455750,,,,,,,,,
42,13886266.67,,,,,,,,,
43,14906909.09,,,,,,,,,
44,10873833.33,,,,,,,,,
45,12422666.67,,,,,,,,,
46,11438000,,,,,,,,,
48,14280000,,,,,,,,,
49,14280000,,,,,,,,,
50,17640000,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Country,MEDIAN of YearsCodePro,,,,,,,,,
"Venezuela, Bolivarian Republic of...",18,,,,,,,,,
Armenia,18,,,,,,,,,
Costa Rica,17,,,,,,,,,
Uzbekistan,16,,,,,,,,,
Kazakhstan,16,,,,,,,,,
Ecuador,16,,,,,,,,,
Nomadic,15,,,,,,,,,
Mongolia,15,,,,,,,,,
Italy,15,,,,,,,,,
Hungary,15,,,,,,,,,
Ireland,14,,,,,,,,,
Finland,14,,,,,,,,,
Argentina,14,,,,,,,,,
Isle of Man,13.5,,,,,,,,,
Greece,13.5,,,,,,,,,
Cyprus,13.5,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,13,,,,,,,,,
Spain,13,,,,,,,,,
Paraguay,13,,,,,,,,,
Montenegro,13,,,,,,,,,
Latvia,13,,,,,,,,,
"Iran, Islamic Republic of...",13,,,,,,,,,
Slovakia,12,,,,,,,,,
New Zealand,12,,,,,,,,,
France,12,,,,,,,,,
El Salvador,12,,,,,,,,,
Chile,12,,,,,,,,,
Belgium,12,,,,,,,,,
Austria,12,,,,,,,,,
Viet Nam,11,,,,,,,,,
Uruguay,11,,,,,,,,,
Portugal,11,,,,,,,,,
Panama,11,,,,,,,,,
Lithuania,11,,,,,,,,,
Croatia,11,,,3,,,,,,"₹8,280,000.00"
Colombia,11,,,,,,,,,10
Bulgaria,11,,,,,,,,,
Australia,11,,,,,,,,,
Andorra,11,,,,,,,,,
Serbia,10.5,,,,,,,,,
United States of America,10,,,,,,,,,
Turkey,10,,,,,,,,,
Switzerland,10,,,,,,,,,
Slovenia,10,,,,,,,,,
Republic of North Macedonia,10,,,,,,,,,
Netherlands,10,,,,,,,,,
Maldives,10,,,,,,,,,
Japan,10,,,,,,,,,
Guatemala,10,,,,,,,,,
Germany,10,,,,,,,,,
Canada,10,,,,,,,,,
Republic of Moldova,9.5,,,,,,,,,
Georgia,9.5,,,,,,,,,
Estonia,9.5,,,,,,,,,
Tunisia,9,,,,,,,,,
Suriname,9,,,,,,,,,
Singapore,9,,,,,,,,,
Senegal,9,,,,,,,,,
Saudi Arabia,9,,,,,,,,,
Luxembourg,9,,,,,,,,,
Iceland,9,,,,,,,,,
Brazil,9,,,,,,,,,
Botswana,9,,,,,,,,,
Thailand,8.5,,,,,,,,,
Nigeria,8.5,,,,,,,,,
Malta,8.5,,,,,,,,,
Belarus,8.5,,,,,,,,,
Ukraine,8,,,,,,,,,
Peru,8,,,,,,,,,
Mauritius,8,,,,,,,,,
Malaysia,8,,,,,,,,,
Honduras,8,,,,,,,,,
Bosnia and Herzegovina,8,,,,,,,,,
Azerbaijan,8,,,,,,,,,
Taiwan,7.5,,,,,,,,,
United Arab Emirates,7,,,,,,,,,
Sudan,7,,,,,,,,,
Russian Federation,7,,,,,,,,,
Romania,7,,,,,,,,,
Poland,7,,,,,,,,,
Jordan,7,,,,,,,,,
Dominican Republic,7,,,,,,,,,
Czech Republic,7,,,,,,,,,
Cambodia,7,,,,,,,,,
South Korea,6.5,,,,,,,,,
Mexico,6.5,,,,,,,,,
Sweden,6,,,,,,,,,
Israel,6,,,,,,,,,
Ghana,6,,,,,,,,,
Bangladesh,6,,,,,,,,,
South Africa,5,,,,,,,,,
Qatar,5,,,,,,,,,
Bolivia,5,,,,,,,,,
Turkmenistan,4.5,,,,,,,,,
Nepal,4.5,,,,,,,,,
Kyrgyzstan,4.5,,,,,,,,,
Kenya,4.5,,,,,,,,,
Tajikistan,4,,,,,,,,,
Sri Lanka,4,,,,,,,,,
Philippines,4,,,,,,,,,
Pakistan,4,,,,,,,,,
Morocco,4,,,,,,,,,
Denmark,4,,,,,,,,,
China,4,,,,,,,,,
Benin,4,,,,,,,,,
Nicaragua,3.5,,,,,,,,,
Norway,3,,,,,,,,,
Egypt,3,,,,,,,,,
Ethiopia,2.5,,,,,,,,,
India,2,,,,,,,,,
Hong Kong (S.A.R.),2,,,,,,,,,
Cuba,2,,,,,,,,,
Bhutan,1,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NoOfSkills,AVERAGE of Salary in Rupees,,,,,,,,,
1,9378289.991,,,,,,,,,
2,8922958.179,,,,,,,,,
3,9284945.619,,,,,,,,,
4,9307674.47,,,,,,,,,
5,9457657.231,,,,,,,,,
6,9616295.01,,,,,,,,,
7,9571558.586,,,,,,,,,
8,9657713.402,,,,,,,,,
9,9311714.94,,,,,,,,,
10,9520932.143,,,,,,,,,
11,9671837.526,,,,,,,,,
12,9157458.108,,,,,,,,,
13,9078941.188,,,,,,,,,
14,9665979.846,,,,,,,,,
15,7850587,,,,,,,,,
16,8690707.263,,,,,,,,,
17,9187550,,,,,,,,,
18,8490166.667,,,,,,,,,
19,9826400,,,,,,,,,
20,14545142.86,,,,,,,,,
21,7730000,,,,,,,,,
22,9426514.286,,,,,,,,,
23,15120000,,,,,,,,,
24,14373333.33,,,,,,,,,
25,7070000,,,,,,,,,
27,3082000,,,,,,,,,
28,15246000,,,,,,,,,
30,26460000,,,,,,,,,
32,5460000,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DevType,AVERAGE of Salary in Rupees,,,,,,,,,
Developer Experience,13710981.81,,,,,,,,,
"Senior Executive (C-Suite, VP, etc.)",13068396.06,,,,,,,,,
Developer Advocate,12598687.18,,,,,,,,,
Marketing or sales professional,12501500,,,,,,,,,
"Engineer, site reliability",12251304.02,,,,,,,,,
Engineering manager,12048482.8,,4,,,,,,,
Security professional,12012131.34,,,,,,,,,
Blockchain,11327219.02,,,,,,,,,
Cloud infrastructure engineer,11157866.61,,,,,,,,,
"Developer, AI",11125022.02,,,,,,,,,
Other (please specify):,10754467.93,,,,,,,,,
Data scientist or machine learning specialist,10294075.74,,,,,,,,,
Scientist,10040615.4,,,,,,,,,
Research & Development role,9927683.947,,,,,,,,,
Designer,9881250.667,,,,,,,,,
Data engineer,9726571.61,,,,,,,,,
"Developer, back-end",9640475.8,,,,,,,,,
"Developer, game or graphics",9595689.161,,,,,,,,,
Product manager,9282361.263,,,,,,,,,
DevOps specialist,9225223.61,,,,,,,,,
"Developer, embedded applications or devices",9001567.995,,,,,,,,,
"Developer, mobile",8984873.938,,,,,,,,,
"Developer, desktop or enterprise applications",8884585.19,,,,,,,,,
"Developer, full-stack",8782859.378,,,,,,,,,
Hardware Engineer,8768741.176,,,,,,,,,
Project manager,8434571.317,,,,,,,,,
"Developer, QA or test",8298862.966,,,,,,,,,
Database administrator,8152800,,,,,,,,,
"Developer, front-end",8117012.439,,,,,,,,,
Data or business analyst,7569428.487,,,,,,,,,
System administrator,7023684.931,,,,,,,,,
Academic researcher,7015400.2,,,,,,,,,
Educator,6928530.548,,,,,,,,,
Student,4678840,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
RemoteWork ,COUNTA of ID,,,,,,,,,
"Hybrid (some remote, some in-person)",4924,,,,,,,,,
In-person,1351,,,,,,,,,
Remote,5466,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Country Standard,SUM of AiSelectNorm,,,,,,,,,
,0,,,,,,,,,
,2,,,,,,,,,
Andorra,1,,,,,,,,,
Argentina,24,,,,,,,,,
Armenia,3,,,,,,,,,
Australia,247,,,,,,,,,
Austria,110,,,,,,,,,
Azerbaijan,1,,,,,,,,,
Bangladesh,8,,,,,,,,,
Belarus,5,,,,,,,,,
Belgium,65,,,,,,,,,
Benin,1,,,,,,,,,
Bhutan,1,,,,,,,,,
Bolivia,3,,,,,,,,,
Bosnia and Herzegovina,7,,,,,,,,,
Botswana,0,,,,,,,,,
Brazil,310,,,,,,,,,
Bulgaria,45,,,,,,,,,
Cambodia,1,,,,,,,,,
Canada,451,,,,,,,,,
Chile,1,,,,,,,,,
China,40,,,,,,,,,
Colombia,6,,,,,,,,,
Costa Rica,12,,,,,,,,,
Croatia,11,,,,,,,,,
Cuba,3,,,,,,,,,
Cyprus,9,,,,,,,,,
Czech Republic,19,,,,,,,,,
Denmark,12,,,,,,,,,
Dominican Republic,4,,,,,,,,,
Ecuador,3,,,,,,,,,
Egypt,21,,,,,,,,,
El Salvador,2,,,,,,,,,
Estonia,14,,,,,,,,,
Ethiopia,5,,,,,,,,,
Finland,62,,,,,,,,,
France,163,,,,,,,,,
Georgia,24,,,,,,,,,
Germany,750,,,,,,,,,
Ghana,4,,,,,,,,,
Greece,21,,,,,,,,,
Guatemala,13,,,,,,,,,
Honduras,2,,,,,,,,,
Hong Kong,14,,,,,,,,,
Hungary,8,,,,,,,,,
Iceland,1,,,,,,,,,
India,93,,,,,,,,,
Iran,1,,,,,,,,,
Ireland,51,,,,,,,,,
Isle of Man,3,,,,,,,,,
Israel,56,,,,,,,,,
Italy,56,,,,,,,,,
Japan,6,,,,,,,,,
Jordan,1,,,,,,,,,
Kazakhstan,2,,,,,,,,,
Kenya,8,,,,,,,,,
Kyrgyzstan,5,,,,,,,,,
Latvia,10,,,,,,,,,
Lithuania,30,,,,,,,,,
Luxembourg,8,,,,,,,,,
Malaysia,29,,,,,,,,,
Maldives,4,,,,,,,,,
Malta,3,,,,,,,,,
Mauritius,2,,,,,,,,,
Mexico,34,,,,,,,,,
Mongolia,1,,,,,,,,,
Montenegro,2,,,,,,,,,
Morocco,11,,,,,,,,,
Nepal,4,,,,,,,,,
Netherlands,192,,,,,,,,,
New Zealand,72,,,,,,,,,
Nicaragua,2,,,,,,,,,
Nigeria,8,,,,,,,,,
Norway,4,,,,,,,,,
Pakistan,15,,,,,,,,,
Panama,2,,,,,,,,,
Paraguay,5,,,,,,,,,
Peru,10,,,,,,,,,
Philippines,9,,,,,,,,,
Poland,316,,,,,,,,,
Portugal,53,,,,,,,,,
Qatar,3,,,,,,,,,
Republic of Moldova,3,,,,,,,,,
Republic of North Macedonia,1,,,,,,,,,
Romania,73,,,,,,,,,
Russia,11,,,,,,,,,
Saudi Arabia,5,,,,,,,,,
Senegal,1,,,,,,,,,
Serbia,16,,,,,,,,,
Singapore,29,,,,,,,,,
Slovakia,16,,,,,,,,,
Slovenia,11,,,,,,,,,
South Africa,16,,,,,,,,,
South Korea,1,,,,,,,,,
Spain,116,,,,,,,,,
Sri Lanka,5,,,,,,,,,
Sudan,0,,,,,,,,,
Suriname,0,,,,,,,,,
Sweden,20,,,,,,,,,
Switzerland,194,,,,,,,,,
Taiwan,5,,,,,,,,,
Tajikistan,1,,,,,,,,,
Thailand,10,,,,,,,,,
Tunisia,2,,,,,,,,,
Turkey,28,,,,,,,,,
Turkmenistan,2,,,,,,,,,
Ukraine,176,,,,,,,,,
United Arab Emirates,25,,,,,,,,,
United Kingdom,416,,,,,,,,,
Uruguay,13,,,,,,,,,
USA,2305,,,,,,,,,
Uzbekistan,2,,,,,,,,,
Venezuela,1,,,,,,,,,
Vietnam,1,,,,,,,,,
